The Independent|2020 07 07|The Handmaid's Tale author Margaret Atwood supports transgender community: 'Rejoice in nature's infinite variety'
The Independent|2020 07 10|Valentina Sampaio becomes first-ever transgender model to appear in Sports Illustrated Swimsuit issue
The Independent|2020 07 13|Miriam Margolyes: Harry Potter actor says JK Rowling has a ‘conservative view of transgender people’
The Independent|2020 07 13|Majority of women support self-identification for transgender people, poll finds
The Independent|2020 07 20|Mother organises gender reveal party for transgender son: ‘We got it wrong 17 years ago’
The Independent|2020 07 21|Trump administration sued by 23 states over plans to end health protections for transgender people
The Independent|2020 07 25|JK Rowling claims society is on brink of ‘medical scandal’ over transgender issues
The Independent|2020 07 31|Dwyane Wade and Gabrielle Union thank daughter Zaya for ‘leading us on our journey’ as parents to transgender child
The Independent|2020 08 06|NHS England report characterises gay and transgender people as having disability or long-term condition
The Independent|2020 08 09|‘Toxic’ debate around transgender rights harming the UK, says human rights expert
The Independent|2020 08 11| Stephanie Byers: Kansas could elect its first transgender lawmaker
The Independent|2020 08 18|Federal court blocks Trump administration rule erasing health care protections for transgender people
The Independent|2020 08 20|CBBC praised for airing miniseries First Day about transgender girl starting high school
The Independent|2020 08 21|Keanu Reeves says transgender Matrix allegory is ‘profound’ and ‘cool’
The Independent|2020 08 21|The Matrix was a metaphor for transgender identity, director Lilly Wachowski confirms
The Independent|2020 08 24|Jennifer Lopez shares short film about transgender relative Brendon
The Independent|2020 09 04|Louis Theroux says he regrets interaction with transgender inmate in 2008 prison documentary
The Independent|2020 09 04|Superdrug launches sanitary products for 'people who menstruate' amid JK Rowling transgender debate
The Independent|2020 09 11|Texas Democrat responds to Trump-backed opponent’s ‘transgender agenda' attacks: ‘You can’t teach courage, and you can’t teach class’
The Independent|2020 09 13|Marine controversially pardoned over murder of trans woman in Philippines returns to US
The Independent|2020 09 17|Democrat set to become first transgender state senator after winning primary
The Independent|2020 09 17|Group appeals US judge's Idaho transgender sports ban ruling
The Independent|2020 09 17|Federal funding threatened over transgender athlete policy 
The Independent|2020 09 19|Boycotting Hogwarts Legacy over JK Rowling’s transgender comments won’t achieve much – but it’s no surprise fans are considering it
The Independent|2020 09 20|I can’t protect my transgender son from hostile media coverage any more. But those with a platform can help
The Independent|2020 09 27|California will house transgender inmates by gender identity
The Independent|2020 10 06|I'm a trans person who manages a sexual abuse helpline for women – this is what I'd like to say to JK Rowling
The Independent|2020 10 08|Belgium's 1st transgender vice premier target of verbal barb
The Independent|2020 10 08|Belgium’s transgender deputy prime minister targeted by far-right
The Independent|2020 10 14|RFU allows transgender players in women’s game as World Rugby ruling rejected
