The Daily Mail|2020 06 09|Model Munroe Bergdorf makes peace with L'Oreal Paris after brand's president expresses 'regret' over 'silencing' her for speaking out on racism in 2017 - and pledges €50,000 to black and transgender charities
The Daily Mail|2020 06 09|Daniel Radcliffe lashes out at JK Rowling over her comments about transgender people and apologises to Harry Potter fans if her remarks have 'tarnished or diminished' their love of her books 
The Daily Mail|2020 06 10|Emma Watson speaks out in support of transgender community amid JK Rowling row
The Daily Mail|2020 06 10|Vanderpump Rules alum Billie Lee says star Jax Taylor 'refused to film' with her because she's transgender... after four cast members are axed by Bravo
The Daily Mail|2020 06 10|JK Rowling responds to critics over her transgender comments
The Daily Mail|2020 06 10|'I want to make it absolutely clear I disagree': Fantastic Beasts star Eddie Redmayne hits out at J.K. Rowling and says 'respect for transgender people remains a cultural imperative' 
The Daily Mail|2020 06 11|Transgender woman who was arrested at a protest details her 'terrifying' two-day ordeal in a men's jail, revealing she was sexually harassed by inmates, denied medication, and refused help while having a severe panic attack
The Daily Mail|2020 06 11|Transgender man reveals he's expecting his SECOND child having fallen pregnant again by 'happy accident' - after strangers branded him a 'monster' while carrying his daughter
The Daily Mail|2020 06 12|Transgender couple in limbo as Hungary bans changes to identity papers
The Daily Mail|2020 06 14|NHS quietly U-turns on its guidelines for controversial puberty-blocking drugs for transgender teens which could have long-term effects on brains, bones and mental health
The Daily Mail|2020 06 15|Doctor Who introduces Rebecca Root as the show's first transgender companion for new audio series 
The Daily Mail|2020 06 15|Supreme Court says gay, transgender workers protected by law
The Daily Mail|2020 06 15|Transgender TV presenter India Willoughby claims people with gender dysphoria are NOT the same as those who 'self-identify' as another gender as she discusses J.K. Rowling 'transphobia' row
The Daily Mail|2020 06 17|Congressional delegation blasts DOE transgender ruling
The Daily Mail|2020 06 19|Trump administration backs Idaho transgender sports ban
The Daily Mail|2020 06 25|Baroness Nicholson is axed as Booker Prize vice-president as foundation scraps ALL honorary titles amid claims Tory peer 'bullied' transgender model she called 'weird creature'
The Daily Mail|2020 06 27|'I'm NOT transphobic': Baroness Nicholson defends her 'commitment to equality and diversity' as she apologises for calling transgender model a 'weird creature' on Twitter
The Daily Mail|2020 06 27|Taylor Swift blasts the 2020 census for not including options for transgender and non-binary residents and pushes for the Equality Act to be passed 
The Daily Mail|2020 07 02|Harry Potter fan sites step back from Rowling over transgender views
The Daily Mail|2020 07 02|Black transgender woman, 22, is shot dead in Dallas - at least the 19th trans murder victim nationwide this year - as advocates say its been a 'tumultuous time' for the progressive city's trans community
The Daily Mail|2020 07 05|Best-selling children's author Gillian Phillip is sacked - after adding hashtag 'I stand with JK Rowling' to her Twitter handle amid bitter row over transgender rights 
The Daily Mail|2020 07 12|'We deserve to feel safe': Transgender Neighbours star Georgie Stone condemns a 'cruel' Adelaide hate preacher for distributing homophobic pamphlets
The Daily Mail|2020 07 13|'It's hugely complicated': Harry Potter's Miriam Margolyes explains why she won't get involved in JK Rowling's transgender row
The Daily Mail|2020 07 13|MP Jackie Doyle-Price accuses transgender lobby groups of turning gender stereotyping into a 'science' by encouraging girls as young as 10 to believe they're 'not female' and to take puberty-blocking drugs
The Daily Mail|2020 07 14|Should Dexter, 9, REALLY be on the transgender fast track? Child who was born a girl has been waiting three years for an autism diagnosis. Yet it took just months for UK's leading gender clinic to agree to set him on road to transitioning
The Daily Mail|2020 07 14|Trans woman, 54, who used public Wi-Fi to access child porn from hospital bed is jailed for nine months after police find hoard of 80,000 images on laptop - as authorities decide whether to send her to male or female prison
The Daily Mail|2020 07 16|'I was appalled by their cowardice and feebleness': Baroness Emma Nicholson was dumped from the Booker Prize her husband founded after a Twitter spat with a transgender activist... now she has launched a passionate defence of free speech 
The Daily Mail|2020 07 22|'I understand girls getting with each other... boys and transgenders is seriously wrong': British boxer James Hawley is dropped by Tyson Fury's management company after vile homophobic rant on TikTok where he labelled gay people 'dirty c***s'
The Daily Mail|2020 07 23|Pennsylvania fair organizers are blasted after fire chief wore a dress and blonde wig for fundraising dunk tank and they suggested he was dressed up as the state's transgender heath secretary
The Daily Mail|2020 07 24|'I don't deserve leniency': Transgender pupil, 17, breaks down in tears as he is sentenced to life for the murder of an 18-year-old student who confronted him during school shooting he committed after being bullied over his gender identity
The Daily Mail|2020 07 24|Children's news website The Day apologises to JK Rowling after the Harry Potter author threatened legal action over article claiming she had 'harmed' transgender people
The Daily Mail|2020 08 06|Transgender man whose family disowned him after coming out insists he's a better father to his two boys now that he's happier - but admits they struggled to get used to calling him Daddy
The Daily Mail|2020 08 07|Transgender people are up to six times more likely to be autistic than those whose gender identity corresponds with their birth sex, study shows 
The Daily Mail|2020 08 08|An increasing portrayal of transgender characters on TV is 'fuelling rise' in the number of young people seeking medical help to change sex, says a leading expert 
The Daily Mail|2020 08 10|'Does she want refugees to drown?': Britain's first transgender newsreader India Willoughby sparks outrage by urging the government to 'put up a barbed wire fence like Trump' to stop migrants entering the country
The Daily Mail|2020 08 18|Judge stops Idaho from enacting ban on transgender athletes
The Daily Mail|2020 08 22|Extraordinary court battle erupts over trans woman who demanded $50,000 in damages after prison officers called her 'him' and 'he' behind bars
The Daily Mail|2020 08 23|Transgender teenager successfully sues his high school after being denied use of the men's bathroom aged 14 - which he says made him feel 'small, nervous and terrified'
The Daily Mail|2020 08 25|Coronavirus and stigma among priorities for India's new transgender council
The Daily Mail|2020 08 26|Court: School transgender bathroom policy unconstitutional
The Daily Mail|2020 08 28|Mother who realized she was gay at the same time as her husband came out as transgender says they're happier than ever as a lesbian couple
The Daily Mail|2020 08 31|Campaign to ban transgender women from rugby because they are 'stronger, faster and increase the risk of injuries' is 'transphobic' and must be stopped, says Labor politician
The Daily Mail|2020 09 03|The outsider who has found his calling! Legendary Everton goalkeeper Neville Southall now devotes his time to helping people under siege... from addicts to the transgender community
The Daily Mail|2020 09 03|Philippines delays release of US marine in transgender killing
The Daily Mail|2020 09 05|Top student union leader tells undergraduates to stay at home this winter to help prevent a second Covid wave... unless they're black, poor, disabled, gay, or transgender 
The Daily Mail|2020 09 05|Transgender man makes history by becoming the first coronavirus-positive person outside China to give birth naturally
The Daily Mail|2020 09 07|Philippines president pardons US marine in transgender killing
The Daily Mail|2020 09 07|Philippines President Duterte pardons US marine, 25, who choked a transgender woman to death inside a motel room in 2014 when he flew into a violent rage
The Daily Mail|2020 09 13|Philippines deports US Marine pardoned for transgender killing
The Daily Mail|2020 09 13|US Marine convicted of killing Filipino transgender woman is deported back to the US after President Duterte pardoned him 
The Daily Mail|2020 09 13|Philippines deports U.S. Marine who killed transgender woman
The Daily Mail|2020 09 14|'This is my son Jayden. Isn't he handsome?' Christian mother proudly embraces her transgender 12-year-old in viral video - and tells other parents 'it is your job to love your kid no matter who you are'
The Daily Mail|2020 09 15|Harry Potter star Robbie Coltrane backs JK Rowling in transgender row as he says her views are NOT offensive and slams 'whole Twitter generation who hang around waiting to be offended' 
The Daily Mail|2020 09 16|Transgender woman cannot be recognised as her child's mother, French court rules 
The Daily Mail|2020 09 17|Group appeals US judge's Idaho transgender sports ban ruling
The Daily Mail|2020 09 17|Parents who are BOTH transgender reveal the biological father to their son has undergone her reassignment surgery after nearly ten years of 'emotional baggage' 
The Daily Mail|2020 09 19|Meet the ambitious beauty pageant contestant who wants to make history as the first transgender woman to be crowned Miss New Zealand
The Daily Mail|2020 09 22|LGBT+ advocates dismayed as UK gov't scraps key transgender rights reform
The Daily Mail|2020 09 22|Succession actor Brian Cox, 74, slams 'cancel culture' and defends JK Rowling in transgender row, insisting there's nothing wrong with saying 'women menstruate'
The Daily Mail|2020 09 23|Appeals court rejects rehearing in transgender bathroom case
The Daily Mail|2020 09 24|Transgender comedian Eddie Izzard, 58, wears trademark pink lipstick with a mini skirt and leather jacket while attending art exhibition launch  
The Daily Mail|2020 09 24|Government must understand hurt caused to transgender community, say MPs
The Daily Mail|2020 09 25|Transgender woman killed at army checkpoint in Colombia, prompting outrage
The Daily Mail|2020 09 25|Pregnant transgender man reveals he stopped his hormone therapy to conceive his husband's baby and is now a 'seahorse dad' expecting their first child
The Daily Mail|2020 09 27|California passes law to house transgender inmates based on their gender identity 
The Daily Mail|2020 09 29|Transgender people still criminalised in 13 U.N. member states, report finds
The Daily Mail|2020 09 29|Transgender woman 'assaulted by a cop' spat at him 'by accident' after being pepper-sprayed during incident in a pub pokies room - leaving her fearing 'her whole body was on fire'
The Daily Mail|2020 09 30|Athletics great Jane Flemming says transgender athletes SHOULDN'T be allowed to compete in women's sport as their physical advantages make them a danger to female competitors
The Daily Mail|2020 10 01|Belgium appoints Europe's first transgender deputy PM
The Daily Mail|2020 10 07|Belgium's 1st transgender vice premier target of verbal barb
The Daily Mail|2020 10 12|Transgender man's dream of joining U.S. military thwarted for now
The Daily Mail|2020 10 12|'You are so loved': Pregnant Bindi Irwin sends 'virtual hugs' to gays, lesbians and transgender people as she celebrates National Coming Out Day
The Daily Mail|2020 10 15|Autopsy: Transgender blogger died of pulmonary embolism
The Daily Mail|2020 10 16|Autopsy: Transgender rights activist died from embolism
