newsSource|publishDate|headlineText
Toronto Star|2012 05 30|Shaw Media retracts suggestion it will air transgender reality show
Toronto Star|2012 05 30|Shaw Media retracts suggestion it will air transgender reality show
Toronto Star|2012 06 12|Human rights code to be amended to include the transgendered
Toronto Star|2012 06 12|Human rights code to be amended to include the transgendered
Toronto Star|2012 06 13|Ontario Human Rights Code amended to protect transgendered people
Toronto Star|2012 06 13|Ontario Human Rights Code amended to protect transgendered people
Toronto Star|2012 09 21|Guatemala Transgender
Toronto Star|2012 09 21|Teacher by day, prostitute by night: Guatemalan transgender woman lives in two worlds
Toronto Star|2012 10 04|Transgender community outraged by petition of Conservative MP Rob Anders
Toronto Star|2012 10 04|Toronto school board introduces policy for transgender students, staff
Toronto Star|2012 10 12|Transgendered Ontarians can now change birth certificates without sex-change surgery
Toronto Star|2012 10 12|Transgendered Ontarians can now change birth certificates without sex-change surgery
Toronto Star|2012 11 14|Transgendered student denied access to men’s washroom
Toronto Star|2012 11 14|Transgendered student denied access to men’s washroom
Toronto Star|2012 11 14|Ontario’s schools should make transgendered kids feel welcome
Toronto Star|2012 11 14|Ontario’s schools should make transgendered kids feel welcome
Toronto Star|2012 11 29|School board grants transgender student permission to use men’s washroom
Toronto Star|2012 12 26|Where are they now?: Jenna Talackova, the transgender beauty contestant hopes to launch reality TV show 
Toronto Star|2013 01 25|The right of inclusion: 4 tips for managing a business with transgender employees
Toronto Star|2013 02 08|Poland’s first transsexual lawmaker fights for rights, loses shot at leadership post 
Toronto Star|2013 02 25|Toronto activist Susan Gapka battles for transgender human rights
Toronto Star|2013 03 21|Transgender rights bill passes Commons vote, with help from 16 Tories
Toronto Star|2013 03 24|Kudos to MPs for transgender bill
Toronto Star|2013 04 11|Transgender UFC fighter not a problem: Canadian fighter
Toronto Star|2013 04 15|Transgendered woman banned from Idaho grocery store
Toronto Star|2013 04 15|Transgendered woman banned from Idaho grocery store
Toronto Star|2013 05 03|Transgender model Jenna Talackova gets reality TV gig 
Toronto Star|2013 05 05|Bridal shop refuses to let transgender customer try out dress
Toronto Star|2013 05 13|Hong Kong Transsexual Wins Fight to Marry Her Boyfriend
Toronto Star|2013 06 23|Mom hopes transgender child will help others ‘be free’
Toronto Star|2013 06 24|Transgender 6-year-old wins right to use girls bathroom at school
Toronto Star|2013 06 24|Transgender artist arrested for baring breasts on plane
Toronto Star|2013 06 28|Transgender artists stripped of right to fly 
Toronto Star|2013 07 04|Canada’s transgender rights bill faces another setback
Toronto Star|2013 09 02|Transgender boy returns to school in Edmonton, proudly sharing his story
Toronto Star|2013 09 03|Transgender Alberta youth tells his story
Toronto Star|2013 09 06|Russell Brand Addresses Transexual's Hook Up Claim
Toronto Star|2013 09 24|U.S. school board won’t let transgender student run for homecoming king 
Toronto Star|2014 01 04|Transgender man’s behaviour in changeroom unacceptable: Gallinger
Toronto Star|2014 01 16|Miss Universe transgender model stars in new TV show
Toronto Star|2014 01 17|Column on transgender rights raises its own ethics debate
Toronto Star|2014 01 17|Transgender rights letter no hoax, says North York woman: Public Editor
Toronto Star|2014 01 20|Transgender man seeks reasons from facility that refused to impregnate him
Toronto Star|2014 01 27|Confused over transgender issue
Toronto Star|2014 01 30|Houston Jail Addresses Transgender Housing
Toronto Star|2014 01 31|Transgender student should have been allowed to use bathroom of her choice, court rules
Toronto Star|2014 02 11|Transgender woman detained at Toronto men’s jail
Toronto Star|2014 02 12|Transgender woman once kept in men’s jail to leave Canada on Thursday
Toronto Star|2014 02 12|Transgender woman moved from men’s jail
Toronto Star|2014 02 28|Transgender teen's rocky path to self-identity laid bare in memoir
Toronto Star|2014 03 01|Guidelines on transgender inmates in Ontario jails need clarification
Toronto Star|2014 04 06|Parents of transgender children push for changes to birth certificates
Toronto Star|2014 04 15|In India, landmark Supreme Court ruling recognizes transgender as third gender
Toronto Star|2014 04 25|Transgender man can be breastfeeding coach
Toronto Star|2014 06 16|Alberta grants new birth certificate to transgender boy
Toronto Star|2014 06 26|Trans, transgender: ‘I’m not a guy in a dress,’ trans woman explains
Toronto Star|2014 06 26|Trans, transgender: ‘I’m not a guy in a dress,’ trans woman explains
Toronto Star|2014 07 03|Transgender woman files human rights complaints over arrest at Pearson
Toronto Star|2014 07 06|Policy on transgender inmates is unsafe and unjust: Editorial
Toronto Star|2014 07 10|Treating transgender and intersex inmates with respect
Toronto Star|2014 07 21|Transgender man to represent Toronto at Gay Games
Toronto Star|2014 10 02|Facebook apologizes to drag queens, transgender community over “real name” policy 
Toronto Star|2014 10 14|US Marine a suspect in killing of transgender Filipino
Toronto Star|2014 11 11|Transsexual man accuses Toronto police, Milton jail of discrimination
Toronto Star|2014 11 20|John Tory, councillors attend transgender flag-raising ceremony
Toronto Star|2014 12 15|U.S. Marine charged in Filipino transgender slaying
Toronto Star|2015 01 09|Transgender people barred from driving in Russia
Toronto Star|2015 01 18|Bow tie Fridays show support for transgender community
Toronto Star|2015 01 27|Revised policy will determine where transgender inmates housed in Ontario
Toronto Star|2015 01 30|New policy on transgender inmates speaks well of Ontario
Toronto Star|2015 02 26|Activists angered by change to transgender rights bill
Toronto Star|2015 03 12|Settlement reached on transgender detainee’s complaint
Toronto Star|2015 03 31|'Regressive’ change to transgender bill needs fixing, Ontario cabinet minister says
Toronto Star|2015 04 22|From This Day Forward: Growing up with a transgender father 
Toronto Star|2015 04 24|Detroit-area funeral home loses bid to dismiss lawsuit over firing of transgender employee
Toronto Star|2015 05 08|More than one third of transgender youth have attempted suicide in last year: study 
Toronto Star|2015 05 27|NDP wrangling stalls NDP transgender bill
Toronto Star|2015 06 03|How to deal with a transgender person in the workplace
Toronto Star|2015 06 04|On heels of Jenner reveal, ABC Family debuts transgender show
Toronto Star|2015 06 22|Human Rights Watch slams Malaysia for fining, jailing transgender women
Toronto Star|2015 06 25|Facial feminization surgery a ‘rebirth’ for transgender women
Toronto Star|2015 07 02|Transgender participant is an Amazing Race first
Toronto Star|2015 07 05|Toronto transgender woman represents Canada in dodgeball 
Toronto Star|2015 07 07|Senate tramples transgender rights
Toronto Star|2015 07 14|Transgender ban In military may end
Toronto Star|2015 07 14|Transgender teen gets docuseries on TLC
Toronto Star|2015 08 18|TIFF adds Redford playing Dan Rather, a transgender saga, more titles to 40th anniversary lineup 
Toronto Star|2015 08 19|Meet the White House’s first openly transgender staffer
Toronto Star|2015 08 21|How to report on transgender people: Public Editor 
Toronto Star|2015 09 10|San Francisco jails to house transgender inmates based on gender preference
Toronto Star|2015 09 17|A transgender idol with high heel-shod feet of clay: Menon
Toronto Star|2015 09 18|Priest tells transgendered girl’s mother to try discipline
Toronto Star|2015 09 18|Priest tells transgendered girl’s mother to try discipline
Toronto Star|2015 09 22|Transgender woman says she was humiliated at airport by body scanner incident
Toronto Star|2015 10 21|Caitlyn Jenner's speaking tour to focus on transgender acceptance
Toronto Star|2015 11 03|Illinois district violated transgender student's rights
Toronto Star|2015 11 06|Yukon to change transgender driver’s licence policy after human rights complaint
Toronto Star|2015 12 01|School threatened with lawsuit over reading of transgender teen’s book
Toronto Star|2015 12 09|Zoolander 2 petition grows over Cumberbatch’s ‘cartoonish’ transgender model
Toronto Star|2015 12 10|The Danish Girl transgender drama lets Eddie Redmayne and Alicia Vikander shine: review 
Toronto Star|2015 12 14|Living nightmare for transgender inmate at all-male prison
Toronto Star|2015 12 21|Manitoba appoints first transgender judge
Toronto Star|2015 12 24|South America’s first transgender pregnancy for couple in Ecuador
Toronto Star|2015 12 28|2015 moments: The transition to transgender
Toronto Star|2015 12 31|TV has a long way to go with transgender characters
Toronto Star|2016 01 24|IOC eases guidelines for transgender Olympic athletes 
Toronto Star|2016 01 25|IOC eases guidelines for transgender Olympic athletes
Toronto Star|2016 02 03|How a transgender Girl Scout shut down her bully to sell 3,000 boxes of cookies
Toronto Star|2016 03 09|'Matrix' co-director Lilly Wachowski comes out as transgender woman
Toronto Star|2016 04 03|Transgender activists push back with new advocacy, education campaigns
Toronto Star|2016 04 11|China’s first transgender employment discrimination case goes to court
Toronto Star|2016 04 16|Big business beginning to understand bottom line, support for transgender rights are linked: Teitel
Toronto Star|2016 04 18|Tennessee transgender bathroom bill fails amid intense opposition 
Toronto Star|2016 04 19|U.S. federal court overturns Virginia high school’s transgender bathroom rule 
Toronto Star|2016 04 21|Donald Trump says transgender people can use the bathroom they choose
Toronto Star|2016 04 22|Why it matters the U.S. courts ruled one boy can continue his fight against anti-transgender laws
Toronto Star|2016 04 27|B.C. court intervenes in parental dispute over transgender child
Toronto Star|2016 04 28|Parents fight over drug treatment for B.C. transgender child, court intervenes 
Toronto Star|2016 05 11|Philippines elects first transgender politician despite nasty campaign
Toronto Star|2016 05 13|Target as target: CEO responds to transgender bathroom brouhaha
Toronto Star|2016 05 16|Liberals to table transgender rights bill on Tuesday 
Toronto Star|2016 05 16|Theo Moudakis: Transgender rights
Toronto Star|2016 05 17|Toronto mayor commits city to transgender rights
Toronto Star|2016 05 17|Liberals introduce transgender rights bill
Toronto Star|2016 05 17|Ottawa tables bill to outlaw transgender hate speech, discrimination
Toronto Star|2016 05 17|Transgender rights bill marks overdue progress: Editorial 
Toronto Star|2016 05 18|Ottawa to make it easier for transgender Canadians to change SIN data
Toronto Star|2016 05 18|‘Wicked practice’ of transgender bathrooms prompts protests at Target 
Toronto Star|2016 05 18|Transgender protection finally has government muscle: Tim Harper 
Toronto Star|2016 05 19|Transgender dad shares his path to pregnancy in new book
Toronto Star|2016 05 25|Texas sues over Obama's transgender bathroom directive
Toronto Star|2016 05 30|Christian Arab wins Israel's first transgender pageant
Toronto Star|2016 06 14|Pakistan’s transgender people face increasing violence, activists say 
Toronto Star|2016 06 17|Influential medical journal devotes series to transgender health issues
Toronto Star|2016 07 12|Fear of flying over passport anxieties can ground transgender passengers: Teitel
Toronto Star|2016 07 21|Transgender rights to get protection under B.C. human rights code 
Toronto Star|2016 07 30|Canadian military seeks to improve its transgender policy 
Toronto Star|2016 08 23|Obama transgender policy blocked by federal judge
Toronto Star|2016 08 23|Judge in Texas blocks Obama’s transgender bathroom rules 
Toronto Star|2016 08 25|Bakery’s transgender Ken doll cake sparks online furor
Toronto Star|2016 08 26|Federal judge blocks transgender bathroom law for 3 North Carolina plaintiffs 
Toronto Star|2016 09 01|Singer Jade Mya hopes to inspire transgender youth
Toronto Star|2016 09 09|Imprisoned transgender solider Chelsea Manning starts hunger strike 
Toronto Star|2016 09 12|Alexis Arquette, transgender activist and actress, dies at 47
Toronto Star|2016 09 28|Upcoming ‘Modern Family’ episode to feature transgender child actor 
Toronto Star|2016 10 08|Anti-transgender law backfires on North Carolina Republicans
Toronto Star|2016 10 28|U.S. Supreme Court to rule in transgender bathroom case
Toronto Star|2016 11 14|Pakistani police arrest 10 men for flogging transgender man 
Toronto Star|2016 11 14|Indonesia secretly crowns Miss Transgender, defying wave of hatred from hard-liners
Toronto Star|2016 11 20|As Trump term approaches, anxiety heightens for many transgender Americans 
Toronto Star|2016 11 24|Saskatchewan team apologizes for misunderstanding with transgender girl’s family 
Toronto Star|2016 12 21|Transgender girl, 9, makes history on the January cover of National Geographic
Toronto Star|2016 12 21|North Carolina looks to repeal transgender 'bathroom bill'
Toronto Star|2016 12 23|Family of transgender girl on cover of National Geographic harassed with threats
Toronto Star|2016 12 30|Oakville’s Harrison Browne a role model for transgender athletes
Toronto Star|2017 01 02|Nashville returns with transgender actress, new plot lines
Toronto Star|2017 01 05|Transgender man suing Catholic hospital in New Jersey after surgery denied 
Toronto Star|2017 01 17|Transition in his family leads Colin Mochrie to champion transgender rights
Toronto Star|2017 01 24|Pakistan's transgender community holds rare party under police guard
Toronto Star|2017 01 31|Boy Scouts of America will allow transgender children to enrol in their programs
Toronto Star|2017 01 31|Boy Scouts of America to begin accepting transgender boys
Toronto Star|2017 02 01|Transgender Toronto actress set to take on Trump’s U.S.
Toronto Star|2017 02 08|Boy Scouts of America to begin accepting transgender boys
Toronto Star|2017 02 08|Boy Scouts welcome first transgender member
Toronto Star|2017 02 12|U.S. withdraws stay request in transgender bathroom case
Toronto Star|2017 02 21|Trump wants to undo Obama’s protections for transgender rights in schools
Toronto Star|2017 02 22|White House: Transgender guidance should be state's right
Toronto Star|2017 02 22|Trump admin lifts federal guidelines on bathrooms for transgender students
Toronto Star|2017 02 24|Texas policy forces transgender teen boy to compete at girl’s state tournament 
Toronto Star|2017 02 24|One in every 137 U.S. teens would identify as transgender, report says
Toronto Star|2017 02 24|Caitlyn Jenner calls Trump transgender decision 'a disaster'
Toronto Star|2017 02 25|Transgender boy forced to compete in girls wrestling tournament
Toronto Star|2017 02 26|Transgender boy wins Texas girls' wrestling title
Toronto Star|2017 02 26|Transgender boy wins girls state wrestling title amid controversy
Toronto Star|2017 03 03|Documentary profiles Canadian transgender YouTube star Gigi Gorgeous
Toronto Star|2017 03 06|In setback for transgender rights, U.S. Supreme Court declines to hear bathroom case 
Toronto Star|2017 03 15|Yukon moves to protect transgender rights, ban gender-based discrimination
Toronto Star|2017 03 24|Transgender athlete Harrison Browne will retire in order to transition
Toronto Star|2017 03 31|Anti-transgender bus sparks protests in U.S. cities
Toronto Star|2017 03 31|'Boys are boys' and 'girls are girls:' Anti-transgender bus sparks protests in U.S.
Toronto Star|2017 04 11|First Israeli transgender officer stresses education, inclusiveness to Canadian Forces
Toronto Star|2017 05 05|Parents of transgender youth join push to outlaw discrimination
Toronto Star|2017 05 17|Transgender community, NDP urge Liberals to change travel regulations
Toronto Star|2017 05 18|Senator apologizes for use of N-word during testimony on transgender rights bill
Toronto Star|2017 05 19|Transgender cartoonist faces vicious online attack, death threats
Toronto Star|2017 05 22|Texas transgender bathroom bill on fast-track to become law
Toronto Star|2017 05 31|Wisconsin transgender student wins federal appeal in his final week of school
Toronto Star|2017 06 04|Transgender son and his mother on the rebirth and grief of his coming out
Toronto Star|2017 06 07|Bathrooms just the first of many barriers transgender youths face, report says
Toronto Star|2017 06 12|Toronto’s Body Blitz Spa sparks backlash after allegedly turning away transgender woman
Toronto Star|2017 06 17|A soldier first: transgender veteran of Afghanistan war fights for identity
Toronto Star|2017 06 19|Ads challenge thoughts about transgender Torontonians
Toronto Star|2017 06 21|Caitlyn Jenner's latest comments show transgender people can be jerks too: Teitel 
Toronto Star|2017 07 22|Transgender inmate wins right to move to federal prison for women in B.C.
Toronto Star|2017 07 26|‘Who is human enough?’ Transgender soldiers panicked, outraged by Trump’s abrupt ban
Toronto Star|2017 07 26|Trump says ‘medical costs’ are the main reason to ban transgender troops. The military spends five times more on Viagra
Toronto Star|2017 07 26|Transgender people should not be allowed to serve ‘in any capacity’ in the U.S. military, Trump says
Toronto Star|2017 07 27|Transgender people can still serve, at least until Trump clarifies his tweets, U.S. military says
Toronto Star|2017 07 28|19 attorneys general pen letter to Congress seeking military transgender protection
Toronto Star|2017 08 02|Virginia transgender teen Gavin Grimm has bathroom case put off by appeals court
Toronto Star|2017 08 02|Transgender man documents his own pregnancy, hoping to ‘demystify’ experience
Toronto Star|2017 08 07|Transgender summer camp grows as children come out at younger ages
Toronto Star|2017 08 24|Transgender Canadians can choose ‘x’ option on passports, starting Aug. 31 
Toronto Star|2017 08 24|Trump’s military transgender ban to begin within 6 months, memo says
Toronto Star|2017 08 25|Trump orders Pentagon to indefinitely ban transgender military recruits 
Toronto Star|2017 08 28|American Civil Liberties Union sues Trump over transgender military ban
Toronto Star|2017 08 30|Pentagon chief Mattis freezes Trump’s ban on transgender troops
Toronto Star|2017 09 02|L’Oréal sacks Munroe Bergdorf, its first transgender model
Toronto Star|2017 09 16|Transgender troops can re-enlist in U.S. military for now, Pentagon says 
Toronto Star|2017 09 22|‘Pretty amazing to see life from both sides’: Non-binary activist savours victory in Newfoundland
Toronto Star|2017 09 22|It’s the third Invictus Games for this transgender athlete — but his first as a male 
Toronto Star|2017 09 26|Suspect in death of Montreal trans woman arrested in Scarborough
Toronto Star|2017 09 26|Ontario minor hockey federations add mandatory transgender training for coaches 
Toronto Star|2017 09 27|Missouri officials say transgender teen’s grisly killing is not a hate crime 
Toronto Star|2017 09 30|Transgender teacher removed from Florida classroom after some parents object to using ‘Mx.’ title
Toronto Star|2017 10 03|Egypt steps up crackdown on gay and transgender community, arrests 34
Toronto Star|2017 10 05|U.S. seeks to quash lawsuit challenging Trump’s ban on transgender troops 
Toronto Star|2017 10 10|Transgender Maine teen kicked out of Christian school named homecoming king at new school
Toronto Star|2017 10 28|The Unfinished Dollhouse: A family’s transition with a transgender child
Toronto Star|2017 10 30|U.S. court blocks Trump’s ban on transgender people in the military
Toronto Star|2017 11 08|Meet Virginia’s Danica Roem, one of America’s first openly transgender elected officials 
Toronto Star|2017 11 08|Virginia elects first openly transgender state legislator 
Toronto Star|2017 11 09|Toronto police investigating case of missing transgender woman last seen four months ago
Toronto Star|2017 11 13|Transgender job fair aims to spark change in Canadian workforce 
Toronto Star|2017 12 11|Pentagon allows transgender people to enlist in military, despite Trump’s opposition 
Toronto Star|2017 12 12|CBC pulls ‘harmful’ Transgender Kids documentary from schedule after online complaints 
Toronto Star|2017 12 23|Trump’s attempt to bar transgender people from military service loses another legal challenge
Toronto Star|2017 12 26|U.S. military poised to accept transgender troops, despite Trump tweets, as courts block ban
Toronto Star|2018 01 11|Toronto Furies forward Jessica Platt comes out as first openly transgender CWHL player
Toronto Star|2018 01 12|The week that was: A ‘transgender’ doll offends and a Spanish prisoner awakens in a morgue 
Toronto Star|2018 01 15|CWHL player hopes to spread positive message by announcing she’s transgender
Toronto Star|2018 01 31|Federal transgender inmates to be housed according to gender identity
Toronto Star|2018 02 16|Induced lactation allows transgender woman to breastfeed baby 
Toronto Star|2018 02 18|Ruling opens possibility transgender teen will get hormone therapy
Toronto Star|2018 03 11|Apprenticeship aims to give women, transgender people the skills to break into Toronto’s bike industry
Toronto Star|2018 03 14|First-of-its-kind survey reveals major barriers for transgender people seeking surgery — but hope is on the horizon
Toronto Star|2018 03 24|Trump issues order banning most transgender troops from serving in military 
Toronto Star|2018 03 27|Trump’s tweak to transgender military ban may not save it from being blocked, federal judge says
Toronto Star|2018 04 09|Some transgender youth are preserving their fertility by banking sperm or eggs before they transition
Toronto Star|2018 04 14|This column is about transgender people and it’s perfectly ordinary
Toronto Star|2018 04 16|New York City jails to accommodate transgender inmates
Toronto Star|2018 05 03|Transgender inmate in Colorado says she was raped hours after request to be moved was denied
Toronto Star|2018 05 07|Filmmaker receives non-binary birth certificate after legal battle with Ontario
Toronto Star|2018 05 08|My non-binary birth certificate a victory for trans community
Toronto Star|2018 05 11|How these transgender moms are celebrating Mother’s Day
Toronto Star|2018 05 17|First transgender person to be given key to the city in Toronto a ‘role model and inspiration’
Toronto Star|2018 05 17|Calgary-based clinic serving transgender youth gets more support
Toronto Star|2018 05 18|Frustration mounts as bills created by transgender teens stall in B.C.’s legislature 
Toronto Star|2018 05 22|Transgender teen’s lawsuit against Virginia school board can go ahead, judge rules
Toronto Star|2018 06 01|Critical data is still missing on transgender and non-binary Canadians: StatsCan
Toronto Star|2018 06 01|Critical data is still missing on transgender and non-binary Canadians: StatsCan
Toronto Star|2018 06 08|Alberta government implements non-binary gender option on IDs
Toronto Star|2018 06 10|Supportive parents of transgender kids are sparking a ‘gender revolution,’ research says
Toronto Star|2018 06 13|B.C. Human Rights tribunal rejects request for physical, DNA testing on trans woman in hate-speech case
Toronto Star|2018 06 14|Transgender support group steps in to help with ID changes
Toronto Star|2018 06 17|Navigating Father’s Day as a transgender dad
Toronto Star|2018 06 20|RCMP seek public’s assistance in death of transgender woman near Edmonton
Toronto Star|2018 06 22|‘Somebody you could count on’: Sister of deceased transgender woman tells her story
Toronto Star|2018 07 02|Q&A: Stephanie Shostak on leaving the PC party and trying to become the first transgender woman to run in Alberta 
Toronto Star|2018 07 05|Teddy Geiger, ex-teen pop star who came out as transgender, finally doing fame her way
Toronto Star|2018 07 05|Scarlett Johansson faces backlash over reports she’ll play transgender man
Toronto Star|2018 07 05|WHO move to reclassify transgender identity will reduce stigma and increase access to health care, B.C. advocates say
Toronto Star|2018 07 10|Why I started calling my transgender child ‘they’ and joined their fight for personhood
Toronto Star|2018 07 21|Transgender woman says CVS pharmacist refused to fill hormone prescription
Toronto Star|2018 07 22|Activist Nicole Maines to star as TV’s first transgender hero on Supergirl
Toronto Star|2018 07 27|Films by and about transgender people to take centre stage
Toronto Star|2018 08 02|Freemasons of England opens door to transgender members
Toronto Star|2018 08 08|Transgender Hollywood seeks recognition, and not just roles
Toronto Star|2018 08 15|Vermont nominates first transgender candidate for governor
Toronto Star|2018 08 15|Transgender travellers face undue airport stress and barriers, advocates say
Toronto Star|2018 08 16|Colorado baker sues governor over cake dispute with transgender woman
Toronto Star|2018 08 16|Transgender activist files rights complaint after Nova Scotia denies breast augmentation surgery
Toronto Star|2018 08 17|Transport minister tells WestJet to ensure transgender woman’s outing at Calgary airport never happens again
Toronto Star|2018 10 01|Edmonton woman who won landmark transgender rights case speaks out for the first time
Toronto Star|2018 10 03|U Sports’ transgender athlete policy welcomed by U of Alberta Pandas
Toronto Star|2018 10 04|U Sports’ transgender athlete policy welcomed by U of Alberta Pandas
Toronto Star|2018 10 08|Atlanta hosts the world’s only transgender bodybuilding competition
Toronto Star|2018 10 21|Trump administration eyes defining transgender out of existence
Toronto Star|2018 10 22|LGBTQ leaders across U.S. protest federal plan targeting transgender people
Toronto Star|2018 10 30|Transgender woman gets 18-month sentence for sexually assaulting daughter
Toronto Star|2018 11 06|Judge grants killer enhanced credit for time served as transgender women in all-male Toronto jail
Toronto Star|2018 11 08|Police searching for suspect after transgender woman assaulted on CTrain
Toronto Star|2018 11 15|Transgender YouTube star Stef Sanjati on dealing with trolls
Toronto Star|2018 11 16|B.C. government to bring lower transgender surgery to the province
Toronto Star|2018 11 23|Government asks high court to hear transgender military case
Toronto Star|2018 11 28|Independent autopsy of transgender asylum-seeker who died in ICE custody shows signs of abuse
Toronto Star|2018 11 30|Transgender YouTube star Stef Sanjati on the importance of self-love
Toronto Star|2018 12 10|Patricio Manuel wins debut as first transgender male boxer in U.S. history
Toronto Star|2018 12 24|Transgender Canadians say death certificates don’t reflect their lived identity
Toronto Star|2019 01 04|Appeals court sides with Trump in transgender military case
Toronto Star|2019 01 11|Faith-based shelter fights to keep out transgender women
Toronto Star|2019 01 18|Washington eatery fined $7K (U.S.) for ID’ing transgender woman over bathroom
Toronto Star|2019 01 21|Ontario sex-ed rollback puts transgender girl in harm’s way, tribunal told
Toronto Star|2019 01 22|U.S. Supreme Court lets military implement transgender restrictions
Toronto Star|2019 01 22|Transgender girl says sex-ed repeal made her nervous about returning to school
Toronto Star|2019 01 25|New York enacts law to ban transgender discrimination
Toronto Star|2019 01 31|Noted Indian transgender activist shakes up Hindu festival
Toronto Star|2019 02 02|Hong Kong court denies male status to 3 transgender men
Toronto Star|2019 02 07|Lawmakers introduce bipartisan bill to reverse Trump’s ban on transgender troops
Toronto Star|2019 02 07|Grammy-nominated Rob Bowman on the ‘extraordinary life’ of transgender soul pioneer
Toronto Star|2019 02 12|Writer Sues Twitter Over Ban for Criticizing Transgender People
